There are/is 299 red points in image
The full report is: 
{:rgb=>"112,128,173", :percent=>0.0, :quantity=>7}
{:rgb=>"158,167,206", :percent=>0.0, :quantity=>7}
{:rgb=>"185,191,219", :percent=>0.0, :quantity=>7}
{:rgb=>"189,194,210", :percent=>0.0, :quantity=>7}
{:rgb=>"190,195,216", :percent=>0.0, :quantity=>7}
{:rgb=>"208,211,229", :percent=>0.0, :quantity=>7}
{:rgb=>"208,211,230", :percent=>0.0, :quantity=>7}
{:rgb=>"215,218,230", :percent=>0.0, :quantity=>7}
{:rgb=>"226,228,239", :percent=>0.0, :quantity=>7}
{:rgb=>"229,231,240", :percent=>0.0, :quantity=>7}
{:rgb=>"230,231,241", :percent=>0.0, :quantity=>7}
{:rgb=>"230,231,244", :percent=>0.0, :quantity=>7}
{:rgb=>"235,236,244", :percent=>0.0, :quantity=>7}
{:rgb=>"237,238,245", :percent=>0.0, :quantity=>7}
{:rgb=>"240,241,247", :percent=>0.0, :quantity=>7}
{:rgb=>"244,245,249", :percent=>0.0, :quantity=>7}
{:rgb=>"245,246,250", :percent=>0.0, :quantity=>7}
{:rgb=>"246,246,250", :percent=>0.0, :quantity=>7}
{:rgb=>"250,250,254", :percent=>0.0, :quantity=>7}
{:rgb=>"0,40,136", :percent=>0.0, :quantity=>6}
{:rgb=>"0,46,137", :percent=>0.0, :quantity=>6}
{:rgb=>"0,53,136", :percent=>0.0, :quantity=>6}
{:rgb=>"0,66,143", :percent=>0.0, :quantity=>6}
{:rgb=>"0,65,146", :percent=>0.0, :quantity=>6}
{:rgb=>"0,69,144", :percent=>0.0, :quantity=>6}
{:rgb=>"0,71,145", :percent=>0.0, :quantity=>6}
{:rgb=>"0,73,145", :percent=>0.0, :quantity=>6}
{:rgb=>"0,72,146", :percent=>0.0, :quantity=>6}
{:rgb=>"6,75,145", :percent=>0.0, :quantity=>6}
{:rgb=>"6,76,145", :percent=>0.0, :quantity=>6}
{:rgb=>"9,76,146", :percent=>0.0, :quantity=>6}
{:rgb=>"0,73,153", :percent=>0.0, :quantity=>6}
{:rgb=>"23,79,147", :percent=>0.0, :quantity=>6}
{:rgb=>"26,79,147", :percent=>0.0, :quantity=>6}
{:rgb=>"28,80,148", :percent=>0.0, :quantity=>6}
{:rgb=>"40,84,150", :percent=>0.0, :quantity=>6}
{:rgb=>"101,120,175", :percent=>0.0, :quantity=>6}
{:rgb=>"182,186,216", :percent=>0.0, :quantity=>6}
{:rgb=>"222,224,236", :percent=>0.0, :quantity=>6}
{:rgb=>"229,230,241", :percent=>0.0, :quantity=>6}
{:rgb=>"229,230,242", :percent=>0.0, :quantity=>6}
{:rgb=>"232,234,241", :percent=>0.0, :quantity=>6}
{:rgb=>"232,233,243", :percent=>0.0, :quantity=>6}
{:rgb=>"236,237,243", :percent=>0.0, :quantity=>6}
{:rgb=>"239,239,248", :percent=>0.0, :quantity=>6}
{:rgb=>"241,241,248", :percent=>0.0, :quantity=>6}
{:rgb=>"241,242,248", :percent=>0.0, :quantity=>6}
{:rgb=>"242,242,249", :percent=>0.0, :quantity=>6}
{:rgb=>"243,244,248", :percent=>0.0, :quantity=>6}
{:rgb=>"245,245,249", :percent=>0.0, :quantity=>6}
{:rgb=>"244,244,251", :percent=>0.0, :quantity=>6}
{:rgb=>"246,246,252", :percent=>0.0, :quantity=>6}
{:rgb=>"249,250,251", :percent=>0.0, :quantity=>6}
{:rgb=>"0,37,135", :percent=>0.0, :quantity=>5}
{:rgb=>"0,39,135", :percent=>0.0, :quantity=>5}
{:rgb=>"0,39,136", :percent=>0.0, :quantity=>5}
{:rgb=>"0,49,135", :percent=>0.0, :quantity=>5}
{:rgb=>"0,51,135", :percent=>0.0, :quantity=>5}
{:rgb=>"0,50,137", :percent=>0.0, :quantity=>5}
{:rgb=>"0,56,139", :percent=>0.0, :quantity=>5}
{:rgb=>"0,56,141", :percent=>0.0, :quantity=>5}
{:rgb=>"0,58,142", :percent=>0.0, :quantity=>5}
{:rgb=>"0,62,141", :percent=>0.0, :quantity=>5}
{:rgb=>"0,64,143", :percent=>0.0, :quantity=>5}
{:rgb=>"0,70,141", :percent=>0.0, :quantity=>5}
{:rgb=>"0,67,144", :percent=>0.0, :quantity=>5}
{:rgb=>"0,67,147", :percent=>0.0, :quantity=>5}
{:rgb=>"0,74,147", :percent=>0.0, :quantity=>5}
{:rgb=>"7,75,144", :percent=>0.0, :quantity=>5}
{:rgb=>"0,72,148", :percent=>0.0, :quantity=>5}
{:rgb=>"9,76,144", :percent=>0.0, :quantity=>5}
{:rgb=>"10,76,144", :percent=>0.0, :quantity=>5}
{:rgb=>"17,78,149", :percent=>0.0, :quantity=>5}
{:rgb=>"21,79,150", :percent=>0.0, :quantity=>5}
{:rgb=>"27,80,148", :percent=>0.0, :quantity=>5}
{:rgb=>"31,81,148", :percent=>0.0, :quantity=>5}
{:rgb=>"33,82,149", :percent=>0.0, :quantity=>5}
{:rgb=>"39,84,149", :percent=>0.0, :quantity=>5}
{:rgb=>"39,84,150", :percent=>0.0, :quantity=>5}
{:rgb=>"41,85,150", :percent=>0.0, :quantity=>5}
{:rgb=>"55,91,152", :percent=>0.0, :quantity=>5}
{:rgb=>"53,90,154", :percent=>0.0, :quantity=>5}
{:rgb=>"59,93,157", :percent=>0.0, :quantity=>5}
{:rgb=>"69,99,158", :percent=>0.0, :quantity=>5}
{:rgb=>"76,103,163", :percent=>0.0, :quantity=>5}
{:rgb=>"150,158,195", :percent=>0.0, :quantity=>5}
{:rgb=>"158,166,206", :percent=>0.0, :quantity=>5}
{:rgb=>"165,174,203", :percent=>0.0, :quantity=>5}
{:rgb=>"167,173,205", :percent=>0.0, :quantity=>5}
{:rgb=>"181,187,217", :percent=>0.0, :quantity=>5}
{:rgb=>"192,198,217", :percent=>0.0, :quantity=>5}
{:rgb=>"193,198,218", :percent=>0.0, :quantity=>5}
{:rgb=>"193,198,220", :percent=>0.0, :quantity=>5}
{:rgb=>"195,200,222", :percent=>0.0, :quantity=>5}
{:rgb=>"201,205,224", :percent=>0.0, :quantity=>5}
{:rgb=>"203,206,225", :percent=>0.0, :quantity=>5}
{:rgb=>"202,205,228", :percent=>0.0, :quantity=>5}
{:rgb=>"203,207,228", :percent=>0.0, :quantity=>5}
{:rgb=>"210,213,231", :percent=>0.0, :quantity=>5}
{:rgb=>"211,214,232", :percent=>0.0, :quantity=>5}
{:rgb=>"215,218,233", :percent=>0.0, :quantity=>5}
{:rgb=>"223,225,237", :percent=>0.0, :quantity=>5}
{:rgb=>"224,226,236", :percent=>0.0, :quantity=>5}
{:rgb=>"225,227,239", :percent=>0.0, :quantity=>5}
{:rgb=>"228,230,238", :percent=>0.0, :quantity=>5}
{:rgb=>"230,231,240", :percent=>0.0, :quantity=>5}
{:rgb=>"230,231,243", :percent=>0.0, :quantity=>5}
{:rgb=>"231,232,241", :percent=>0.0, :quantity=>5}
{:rgb=>"233,234,242", :percent=>0.0, :quantity=>5}
{:rgb=>"234,235,243", :percent=>0.0, :quantity=>5}
{:rgb=>"235,235,247", :percent=>0.0, :quantity=>5}
{:rgb=>"237,238,246", :percent=>0.0, :quantity=>5}
{:rgb=>"238,239,246", :percent=>0.0, :quantity=>5}
{:rgb=>"239,239,249", :percent=>0.0, :quantity=>5}
{:rgb=>"239,240,244", :percent=>0.0, :quantity=>5}
{:rgb=>"240,240,247", :percent=>0.0, :quantity=>5}
{:rgb=>"241,242,246", :percent=>0.0, :quantity=>5}
{:rgb=>"242,243,246", :percent=>0.0, :quantity=>5}
{:rgb=>"243,243,248", :percent=>0.0, :quantity=>5}
{:rgb=>"242,242,248", :percent=>0.0, :quantity=>5}
{:rgb=>"243,243,251", :percent=>0.0, :quantity=>5}
{:rgb=>"243,244,250", :percent=>0.0, :quantity=>5}
{:rgb=>"244,245,248", :percent=>0.0, :quantity=>5}
{:rgb=>"245,246,248", :percent=>0.0, :quantity=>5}
{:rgb=>"245,246,251", :percent=>0.0, :quantity=>5}
{:rgb=>"247,247,250", :percent=>0.0, :quantity=>5}
{:rgb=>"246,247,250", :percent=>0.0, :quantity=>5}
{:rgb=>"247,248,251", :percent=>0.0, :quantity=>5}
{:rgb=>"249,250,252", :percent=>0.0, :quantity=>5}
{:rgb=>"250,249,255", :percent=>0.0, :quantity=>5}
{:rgb=>"250,249,254", :percent=>0.0, :quantity=>5}
{:rgb=>"250,250,255", :percent=>0.0, :quantity=>5}
{:rgb=>"251,252,253", :percent=>0.0, :quantity=>5}
{:rgb=>"0,42,133", :percent=>0.0, :quantity=>4}
{:rgb=>"0,43,134", :percent=>0.0, :quantity=>4}
{:rgb=>"0,47,135", :percent=>0.0, :quantity=>4}
{:rgb=>"0,43,136", :percent=>0.0, :quantity=>4}
{:rgb=>"0,45,137", :percent=>0.0, :quantity=>4}
{:rgb=>"0,46,136", :percent=>0.0, :quantity=>4}
{:rgb=>"0,48,135", :percent=>0.0, :quantity=>4}
{:rgb=>"0,48,137", :percent=>0.0, :quantity=>4}
{:rgb=>"0,51,137", :percent=>0.0, :quantity=>4}
{:rgb=>"0,52,138", :percent=>0.0, :quantity=>4}
{:rgb=>"0,50,140", :percent=>0.0, :quantity=>4}
{:rgb=>"0,52,140", :percent=>0.0, :quantity=>4}
{:rgb=>"0,55,141", :percent=>0.0, :quantity=>4}
{:rgb=>"0,58,140", :percent=>0.0, :quantity=>4}
{:rgb=>"0,60,142", :percent=>0.0, :quantity=>4}
{:rgb=>"0,62,143", :percent=>0.0, :quantity=>4}
{:rgb=>"0,63,142", :percent=>0.0, :quantity=>4}
{:rgb=>"0,65,145", :percent=>0.0, :quantity=>4}
{:rgb=>"0,64,145", :percent=>0.0, :quantity=>4}
